split,clip_name,relative_clip_path,video_name,segment_index,clip_index_in_segment,start_time_sec,end_time_sec,duration_sec,state,source_segment_start_sec,source_segment_end_sec,status
train,v46_s0009_c001_idle_setup_000058138_000059638.mp4,train/idle_setup/v46_s0009_c001_idle_setup_000058138_000059638.mp4,v46.mp4,9,1,58.138,59.638,1.500,IDLE_SETUP,58.138,63.042,GENERATED
train,v46_s0009_c002_idle_setup_000059138_000060638.mp4,train/idle_setup/v46_s0009_c002_idle_setup_000059138_000060638.mp4,v46.mp4,9,2,59.138,60.638,1.500,IDLE_SETUP,58.138,63.042,GENERATED
train,v46_s0009_c003_idle_setup_000060138_000061638.mp4,train/idle_setup/v46_s0009_c003_idle_setup_000060138_000061638.mp4,v46.mp4,9,3,60.138,61.638,1.500,IDLE_SETUP,58.138,63.042,GENERATED
train,v46_s0009_c004_idle_setup_000061138_000062638.mp4,train/idle_setup/v46_s0009_c004_idle_setup_000061138_000062638.mp4,v46.mp4,9,4,61.138,62.638,1.500,IDLE_SETUP,58.138,63.042,GENERATED
train,v46_s0010_c001_sewing_000063042_000064542.mp4,train/sewing/v46_s0010_c001_sewing_000063042_000064542.mp4,v46.mp4,10,1,63.042,64.542,1.500,SEWING,63.042,78.585,GENERATED
train,v46_s0010_c002_sewing_000065542_000067042.mp4,train/sewing/v46_s0010_c002_sewing_000065542_000067042.mp4,v46.mp4,10,2,65.542,67.042,1.500,SEWING,63.042,78.585,GENERATED
train,v46_s0010_c003_sewing_000068042_000069542.mp4,train/sewing/v46_s0010_c003_sewing_000068042_000069542.mp4,v46.mp4,10,3,68.042,69.542,1.500,SEWING,63.042,78.585,GENERATED
train,v46_s0010_c004_sewing_000070542_000072042.mp4,train/sewing/v46_s0010_c004_sewing_000070542_000072042.mp4,v46.mp4,10,4,70.542,72.042,1.500,SEWING,63.042,78.585,GENERATED
train,v46_s0010_c005_sewing_000073042_000074542.mp4,train/sewing/v46_s0010_c005_sewing_000073042_000074542.mp4,v46.mp4,10,5,73.042,74.542,1.500,SEWING,63.042,78.585,GENERATED
train,v46_s0010_c006_sewing_000075542_000077042.mp4,train/sewing/v46_s0010_c006_sewing_000075542_000077042.mp4,v46.mp4,10,6,75.542,77.042,1.500,SEWING,63.042,78.585,GENERATED
train,v46_s0011_c001_idle_setup_000078585_000080085.mp4,train/idle_setup/v46_s0011_c001_idle_setup_000078585_000080085.mp4,v46.mp4,11,1,78.585,80.085,1.500,IDLE_SETUP,78.585,83.555,GENERATED
train,v46_s0011_c002_idle_setup_000079585_000081085.mp4,train/idle_setup/v46_s0011_c002_idle_setup_000079585_000081085.mp4,v46.mp4,11,2,79.585,81.085,1.500,IDLE_SETUP,78.585,83.555,GENERATED
train,v46_s0011_c003_idle_setup_000080585_000082085.mp4,train/idle_setup/v46_s0011_c003_idle_setup_000080585_000082085.mp4,v46.mp4,11,3,80.585,82.085,1.500,IDLE_SETUP,78.585,83.555,GENERATED
train,v46_s0011_c004_idle_setup_000081585_000083085.mp4,train/idle_setup/v46_s0011_c004_idle_setup_000081585_000083085.mp4,v46.mp4,11,4,81.585,83.085,1.500,IDLE_SETUP,78.585,83.555,GENERATED
train,v46_s0012_c001_sewing_000083555_000085055.mp4,train/sewing/v46_s0012_c001_sewing_000083555_000085055.mp4,v46.mp4,12,1,83.555,85.055,1.500,SEWING,83.555,96.363,GENERATED
train,v46_s0012_c002_sewing_000086055_000087555.mp4,train/sewing/v46_s0012_c002_sewing_000086055_000087555.mp4,v46.mp4,12,2,86.055,87.555,1.500,SEWING,83.555,96.363,GENERATED
train,v46_s0012_c003_sewing_000088555_000090055.mp4,train/sewing/v46_s0012_c003_sewing_000088555_000090055.mp4,v46.mp4,12,3,88.555,90.055,1.500,SEWING,83.555,96.363,GENERATED
train,v46_s0012_c004_sewing_000091055_000092555.mp4,train/sewing/v46_s0012_c004_sewing_000091055_000092555.mp4,v46.mp4,12,4,91.055,92.555,1.500,SEWING,83.555,96.363,GENERATED
train,v46_s0012_c005_sewing_000093555_000095055.mp4,train/sewing/v46_s0012_c005_sewing_000093555_000095055.mp4,v46.mp4,12,5,93.555,95.055,1.500,SEWING,83.555,96.363,GENERATED
train,v46_s0013_c001_idle_setup_000096363_000097863.mp4,train/idle_setup/v46_s0013_c001_idle_setup_000096363_000097863.mp4,v46.mp4,13,1,96.363,97.863,1.500,IDLE_SETUP,96.363,103.168,GENERATED
train,v46_s0013_c002_idle_setup_000097363_000098863.mp4,train/idle_setup/v46_s0013_c002_idle_setup_000097363_000098863.mp4,v46.mp4,13,2,97.363,98.863,1.500,IDLE_SETUP,96.363,103.168,GENERATED
train,v46_s0013_c003_idle_setup_000098363_000099863.mp4,train/idle_setup/v46_s0013_c003_idle_setup_000098363_000099863.mp4,v46.mp4,13,3,98.363,99.863,1.500,IDLE_SETUP,96.363,103.168,GENERATED
train,v46_s0013_c004_idle_setup_000099363_000100863.mp4,train/idle_setup/v46_s0013_c004_idle_setup_000099363_000100863.mp4,v46.mp4,13,4,99.363,100.863,1.500,IDLE_SETUP,96.363,103.168,GENERATED
train,v46_s0013_c005_idle_setup_000100363_000101863.mp4,train/idle_setup/v46_s0013_c005_idle_setup_000100363_000101863.mp4,v46.mp4,13,5,100.363,101.863,1.500,IDLE_SETUP,96.363,103.168,GENERATED
train,v46_s0013_c006_idle_setup_000101363_000102863.mp4,train/idle_setup/v46_s0013_c006_idle_setup_000101363_000102863.mp4,v46.mp4,13,6,101.363,102.863,1.500,IDLE_SETUP,96.363,103.168,GENERATED
train,v46_s0014_c001_sewing_000103168_000104668.mp4,train/sewing/v46_s0014_c001_sewing_000103168_000104668.mp4,v46.mp4,14,1,103.168,104.668,1.500,SEWING,103.168,114.275,GENERATED
train,v46_s0014_c002_sewing_000105668_000107168.mp4,train/sewing/v46_s0014_c002_sewing_000105668_000107168.mp4,v46.mp4,14,2,105.668,107.168,1.500,SEWING,103.168,114.275,GENERATED
train,v46_s0014_c003_sewing_000108168_000109668.mp4,train/sewing/v46_s0014_c003_sewing_000108168_000109668.mp4,v46.mp4,14,3,108.168,109.668,1.500,SEWING,103.168,114.275,GENERATED
train,v46_s0014_c004_sewing_000110668_000112168.mp4,train/sewing/v46_s0014_c004_sewing_000110668_000112168.mp4,v46.mp4,14,4,110.668,112.168,1.500,SEWING,103.168,114.275,GENERATED
train,v46_s0015_c001_idle_setup_000114275_000115775.mp4,train/idle_setup/v46_s0015_c001_idle_setup_000114275_000115775.mp4,v46.mp4,15,1,114.275,115.775,1.500,IDLE_SETUP,114.275,119.245,GENERATED
train,v46_s0015_c002_idle_setup_000115275_000116775.mp4,train/idle_setup/v46_s0015_c002_idle_setup_000115275_000116775.mp4,v46.mp4,15,2,115.275,116.775,1.500,IDLE_SETUP,114.275,119.245,GENERATED
train,v46_s0015_c003_idle_setup_000116275_000117775.mp4,train/idle_setup/v46_s0015_c003_idle_setup_000116275_000117775.mp4,v46.mp4,15,3,116.275,117.775,1.500,IDLE_SETUP,114.275,119.245,GENERATED
train,v46_s0015_c004_idle_setup_000117275_000118775.mp4,train/idle_setup/v46_s0015_c004_idle_setup_000117275_000118775.mp4,v46.mp4,15,4,117.275,118.775,1.500,IDLE_SETUP,114.275,119.245,GENERATED
train,v46_s0016_c001_sewing_000119245_000120745.mp4,train/sewing/v46_s0016_c001_sewing_000119245_000120745.mp4,v46.mp4,16,1,119.245,120.745,1.500,SEWING,119.245,129.952,GENERATED
train,v46_s0016_c002_sewing_000121745_000123245.mp4,train/sewing/v46_s0016_c002_sewing_000121745_000123245.mp4,v46.mp4,16,2,121.745,123.245,1.500,SEWING,119.245,129.952,GENERATED
train,v46_s0016_c003_sewing_000124245_000125745.mp4,train/sewing/v46_s0016_c003_sewing_000124245_000125745.mp4,v46.mp4,16,3,124.245,125.745,1.500,SEWING,119.245,129.952,GENERATED
train,v46_s0016_c004_sewing_000126745_000128245.mp4,train/sewing/v46_s0016_c004_sewing_000126745_000128245.mp4,v46.mp4,16,4,126.745,128.245,1.500,SEWING,119.245,129.952,GENERATED
train,v47_s0001_c001_idle_setup_000009207_000010707.mp4,train/idle_setup/v47_s0001_c001_idle_setup_000009207_000010707.mp4,v47.mp4,1,1,9.207,10.707,1.500,IDLE_SETUP,9.207,14.210,GENERATED
train,v47_s0001_c002_idle_setup_000010207_000011707.mp4,train/idle_setup/v47_s0001_c002_idle_setup_000010207_000011707.mp4,v47.mp4,1,2,10.207,11.707,1.500,IDLE_SETUP,9.207,14.210,GENERATED
train,v47_s0001_c003_idle_setup_000011207_000012707.mp4,train/idle_setup/v47_s0001_c003_idle_setup_000011207_000012707.mp4,v47.mp4,1,3,11.207,12.707,1.500,IDLE_SETUP,9.207,14.210,GENERATED
train,v47_s0001_c004_idle_setup_000012207_000013707.mp4,train/idle_setup/v47_s0001_c004_idle_setup_000012207_000013707.mp4,v47.mp4,1,4,12.207,13.707,1.500,IDLE_SETUP,9.207,14.210,GENERATED
train,v47_s0002_c001_sewing_000014210_000015710.mp4,train/sewing/v47_s0002_c001_sewing_000014210_000015710.mp4,v47.mp4,2,1,14.210,15.710,1.500,SEWING,14.210,22.116,GENERATED
train,v47_s0002_c002_sewing_000016710_000018210.mp4,train/sewing/v47_s0002_c002_sewing_000016710_000018210.mp4,v47.mp4,2,2,16.710,18.210,1.500,SEWING,14.210,22.116,GENERATED
train,v47_s0002_c003_sewing_000019210_000020710.mp4,train/sewing/v47_s0002_c003_sewing_000019210_000020710.mp4,v47.mp4,2,3,19.210,20.710,1.500,SEWING,14.210,22.116,GENERATED
train,v47_s0003_c001_idle_setup_000022116_000023616.mp4,train/idle_setup/v47_s0003_c001_idle_setup_000022116_000023616.mp4,v47.mp4,3,1,22.116,23.616,1.500,IDLE_SETUP,22.116,28.187,GENERATED
train,v47_s0003_c002_idle_setup_000023116_000024616.mp4,train/idle_setup/v47_s0003_c002_idle_setup_000023116_000024616.mp4,v47.mp4,3,2,23.116,24.616,1.500,IDLE_SETUP,22.116,28.187,GENERATED
train,v47_s0003_c003_idle_setup_000024116_000025616.mp4,train/idle_setup/v47_s0003_c003_idle_setup_000024116_000025616.mp4,v47.mp4,3,3,24.116,25.616,1.500,IDLE_SETUP,22.116,28.187,GENERATED
train,v47_s0003_c004_idle_setup_000025116_000026616.mp4,train/idle_setup/v47_s0003_c004_idle_setup_000025116_000026616.mp4,v47.mp4,3,4,25.116,26.616,1.500,IDLE_SETUP,22.116,28.187,GENERATED
train,v47_s0003_c005_idle_setup_000026116_000027616.mp4,train/idle_setup/v47_s0003_c005_idle_setup_000026116_000027616.mp4,v47.mp4,3,5,26.116,27.616,1.500,IDLE_SETUP,22.116,28.187,GENERATED
train,v47_s0004_c001_sewing_000028187_000029687.mp4,train/sewing/v47_s0004_c001_sewing_000028187_000029687.mp4,v47.mp4,4,1,28.187,29.687,1.500,SEWING,28.187,37.227,GENERATED
train,v47_s0004_c002_sewing_000030687_000032187.mp4,train/sewing/v47_s0004_c002_sewing_000030687_000032187.mp4,v47.mp4,4,2,30.687,32.187,1.500,SEWING,28.187,37.227,GENERATED
train,v47_s0004_c003_sewing_000033187_000034687.mp4,train/sewing/v47_s0004_c003_sewing_000033187_000034687.mp4,v47.mp4,4,3,33.187,34.687,1.500,SEWING,28.187,37.227,GENERATED
train,v47_s0004_c004_sewing_000035687_000037187.mp4,train/sewing/v47_s0004_c004_sewing_000035687_000037187.mp4,v47.mp4,4,4,35.687,37.187,1.500,SEWING,28.187,37.227,GENERATED
train,v47_s0005_c001_idle_setup_000037227_000038727.mp4,train/idle_setup/v47_s0005_c001_idle_setup_000037227_000038727.mp4,v47.mp4,5,1,37.227,38.727,1.500,IDLE_SETUP,37.227,43.966,GENERATED
train,v47_s0005_c002_idle_setup_000038227_000039727.mp4,train/idle_setup/v47_s0005_c002_idle_setup_000038227_000039727.mp4,v47.mp4,5,2,38.227,39.727,1.500,IDLE_SETUP,37.227,43.966,GENERATED
train,v47_s0005_c003_idle_setup_000039227_000040727.mp4,train/idle_setup/v47_s0005_c003_idle_setup_000039227_000040727.mp4,v47.mp4,5,3,39.227,40.727,1.500,IDLE_SETUP,37.227,43.966,GENERATED
train,v47_s0005_c004_idle_setup_000040227_000041727.mp4,train/idle_setup/v47_s0005_c004_idle_setup_000040227_000041727.mp4,v47.mp4,5,4,40.227,41.727,1.500,IDLE_SETUP,37.227,43.966,GENERATED
train,v47_s0005_c005_idle_setup_000041227_000042727.mp4,train/idle_setup/v47_s0005_c005_idle_setup_000041227_000042727.mp4,v47.mp4,5,5,41.227,42.727,1.500,IDLE_SETUP,37.227,43.966,GENERATED
train,v47_s0005_c006_idle_setup_000042227_000043727.mp4,train/idle_setup/v47_s0005_c006_idle_setup_000042227_000043727.mp4,v47.mp4,5,6,42.227,43.727,1.500,IDLE_SETUP,37.227,43.966,GENERATED
train,v47_s0006_c001_sewing_000043966_000045466.mp4,train/sewing/v47_s0006_c001_sewing_000043966_000045466.mp4,v47.mp4,6,1,43.966,45.466,1.500,SEWING,43.966,51.738,GENERATED
train,v47_s0006_c002_sewing_000046466_000047966.mp4,train/sewing/v47_s0006_c002_sewing_000046466_000047966.mp4,v47.mp4,6,2,46.466,47.966,1.500,SEWING,43.966,51.738,GENERATED
train,v47_s0006_c003_sewing_000048966_000050466.mp4,train/sewing/v47_s0006_c003_sewing_000048966_000050466.mp4,v47.mp4,6,3,48.966,50.466,1.500,SEWING,43.966,51.738,GENERATED
train,v47_s0007_c001_idle_setup_000051738_000053238.mp4,train/idle_setup/v47_s0007_c001_idle_setup_000051738_000053238.mp4,v47.mp4,7,1,51.738,53.238,1.500,IDLE_SETUP,51.738,58.209,GENERATED
train,v47_s0007_c002_idle_setup_000052738_000054238.mp4,train/idle_setup/v47_s0007_c002_idle_setup_000052738_000054238.mp4,v47.mp4,7,2,52.738,54.238,1.500,IDLE_SETUP,51.738,58.209,GENERATED
train,v47_s0007_c003_idle_setup_000053738_000055238.mp4,train/idle_setup/v47_s0007_c003_idle_setup_000053738_000055238.mp4,v47.mp4,7,3,53.738,55.238,1.500,IDLE_SETUP,51.738,58.209,GENERATED
train,v47_s0007_c004_idle_setup_000054738_000056238.mp4,train/idle_setup/v47_s0007_c004_idle_setup_000054738_000056238.mp4,v47.mp4,7,4,54.738,56.238,1.500,IDLE_SETUP,51.738,58.209,GENERATED
train,v47_s0007_c005_idle_setup_000055738_000057238.mp4,train/idle_setup/v47_s0007_c005_idle_setup_000055738_000057238.mp4,v47.mp4,7,5,55.738,57.238,1.500,IDLE_SETUP,51.738,58.209,GENERATED
train,v47_s0008_c001_sewing_000058209_000059709.mp4,train/sewing/v47_s0008_c001_sewing_000058209_000059709.mp4,v47.mp4,8,1,58.209,59.709,1.500,SEWING,58.209,67.916,GENERATED
train,v47_s0008_c002_sewing_000060709_000062209.mp4,train/sewing/v47_s0008_c002_sewing_000060709_000062209.mp4,v47.mp4,8,2,60.709,62.209,1.500,SEWING,58.209,67.916,GENERATED
train,v47_s0008_c003_sewing_000063209_000064709.mp4,train/sewing/v47_s0008_c003_sewing_000063209_000064709.mp4,v47.mp4,8,3,63.209,64.709,1.500,SEWING,58.209,67.916,GENERATED
train,v47_s0008_c004_sewing_000065709_000067209.mp4,train/sewing/v47_s0008_c004_sewing_000065709_000067209.mp4,v47.mp4,8,4,65.709,67.209,1.500,SEWING,58.209,67.916,GENERATED
train,v47_s0009_c001_idle_setup_000067916_000069416.mp4,train/idle_setup/v47_s0009_c001_idle_setup_000067916_000069416.mp4,v47.mp4,9,1,67.916,69.416,1.500,IDLE_SETUP,67.916,74.922,GENERATED
train,v47_s0009_c002_idle_setup_000068916_000070416.mp4,train/idle_setup/v47_s0009_c002_idle_setup_000068916_000070416.mp4,v47.mp4,9,2,68.916,70.416,1.500,IDLE_SETUP,67.916,74.922,GENERATED
train,v47_s0009_c003_idle_setup_000069916_000071416.mp4,train/idle_setup/v47_s0009_c003_idle_setup_000069916_000071416.mp4,v47.mp4,9,3,69.916,71.416,1.500,IDLE_SETUP,67.916,74.922,GENERATED
train,v47_s0009_c004_idle_setup_000070916_000072416.mp4,train/idle_setup/v47_s0009_c004_idle_setup_000070916_000072416.mp4,v47.mp4,9,4,70.916,72.416,1.500,IDLE_SETUP,67.916,74.922,GENERATED
train,v47_s0009_c005_idle_setup_000071916_000073416.mp4,train/idle_setup/v47_s0009_c005_idle_setup_000071916_000073416.mp4,v47.mp4,9,5,71.916,73.416,1.500,IDLE_SETUP,67.916,74.922,GENERATED
train,v47_s0009_c006_idle_setup_000072916_000074416.mp4,train/idle_setup/v47_s0009_c006_idle_setup_000072916_000074416.mp4,v47.mp4,9,6,72.916,74.416,1.500,IDLE_SETUP,67.916,74.922,GENERATED
train,v47_s0010_c001_sewing_000074922_000076422.mp4,train/sewing/v47_s0010_c001_sewing_000074922_000076422.mp4,v47.mp4,10,1,74.922,76.422,1.500,SEWING,74.922,84.662,GENERATED
train,v47_s0010_c002_sewing_000077422_000078922.mp4,train/sewing/v47_s0010_c002_sewing_000077422_000078922.mp4,v47.mp4,10,2,77.422,78.922,1.500,SEWING,74.922,84.662,GENERATED
train,v47_s0010_c003_sewing_000079922_000081422.mp4,train/sewing/v47_s0010_c003_sewing_000079922_000081422.mp4,v47.mp4,10,3,79.922,81.422,1.500,SEWING,74.922,84.662,GENERATED
train,v47_s0010_c004_sewing_000082422_000083922.mp4,train/sewing/v47_s0010_c004_sewing_000082422_000083922.mp4,v47.mp4,10,4,82.422,83.922,1.500,SEWING,74.922,84.662,GENERATED
train,v47_s0011_c001_idle_setup_000084662_000086162.mp4,train/idle_setup/v47_s0011_c001_idle_setup_000084662_000086162.mp4,v47.mp4,11,1,84.662,86.162,1.500,IDLE_SETUP,84.662,91.434,GENERATED
train,v47_s0011_c002_idle_setup_000085662_000087162.mp4,train/idle_setup/v47_s0011_c002_idle_setup_000085662_000087162.mp4,v47.mp4,11,2,85.662,87.162,1.500,IDLE_SETUP,84.662,91.434,GENERATED
train,v47_s0011_c003_idle_setup_000086662_000088162.mp4,train/idle_setup/v47_s0011_c003_idle_setup_000086662_000088162.mp4,v47.mp4,11,3,86.662,88.162,1.500,IDLE_SETUP,84.662,91.434,GENERATED
train,v47_s0011_c004_idle_setup_000087662_000089162.mp4,train/idle_setup/v47_s0011_c004_idle_setup_000087662_000089162.mp4,v47.mp4,11,4,87.662,89.162,1.500,IDLE_SETUP,84.662,91.434,GENERATED
train,v47_s0011_c005_idle_setup_000088662_000090162.mp4,train/idle_setup/v47_s0011_c005_idle_setup_000088662_000090162.mp4,v47.mp4,11,5,88.662,90.162,1.500,IDLE_SETUP,84.662,91.434,GENERATED
train,v47_s0011_c006_idle_setup_000089662_000091162.mp4,train/idle_setup/v47_s0011_c006_idle_setup_000089662_000091162.mp4,v47.mp4,11,6,89.662,91.162,1.500,IDLE_SETUP,84.662,91.434,GENERATED
train,v47_s0012_c001_sewing_000091434_000092934.mp4,train/sewing/v47_s0012_c001_sewing_000091434_000092934.mp4,v47.mp4,12,1,91.434,92.934,1.500,SEWING,91.434,100.440,GENERATED
train,v47_s0012_c002_sewing_000093934_000095434.mp4,train/sewing/v47_s0012_c002_sewing_000093934_000095434.mp4,v47.mp4,12,2,93.934,95.434,1.500,SEWING,91.434,100.440,GENERATED
train,v47_s0012_c003_sewing_000096434_000097934.mp4,train/sewing/v47_s0012_c003_sewing_000096434_000097934.mp4,v47.mp4,12,3,96.434,97.934,1.500,SEWING,91.434,100.440,GENERATED
train,v47_s0012_c004_sewing_000098934_000100434.mp4,train/sewing/v47_s0012_c004_sewing_000098934_000100434.mp4,v47.mp4,12,4,98.934,100.434,1.500,SEWING,91.434,100.440,GENERATED
train,v47_s0013_c001_idle_setup_000100440_000101940.mp4,train/idle_setup/v47_s0013_c001_idle_setup_000100440_000101940.mp4,v47.mp4,13,1,100.440,101.940,1.500,IDLE_SETUP,100.440,106.311,GENERATED
train,v47_s0013_c002_idle_setup_000101440_000102940.mp4,train/idle_setup/v47_s0013_c002_idle_setup_000101440_000102940.mp4,v47.mp4,13,2,101.440,102.940,1.500,IDLE_SETUP,100.440,106.311,GENERATED
train,v47_s0013_c003_idle_setup_000102440_000103940.mp4,train/idle_setup/v47_s0013_c003_idle_setup_000102440_000103940.mp4,v47.mp4,13,3,102.440,103.940,1.500,IDLE_SETUP,100.440,106.311,GENERATED
train,v47_s0013_c004_idle_setup_000103440_000104940.mp4,train/idle_setup/v47_s0013_c004_idle_setup_000103440_000104940.mp4,v47.mp4,13,4,103.440,104.940,1.500,IDLE_SETUP,100.440,106.311,GENERATED
train,v47_s0013_c005_idle_setup_000104440_000105940.mp4,train/idle_setup/v47_s0013_c005_idle_setup_000104440_000105940.mp4,v47.mp4,13,5,104.440,105.940,1.500,IDLE_SETUP,100.440,106.311,GENERATED
train,v47_s0014_c001_sewing_000106311_000107811.mp4,train/sewing/v47_s0014_c001_sewing_000106311_000107811.mp4,v47.mp4,14,1,106.311,107.811,1.500,SEWING,106.311,115.018,GENERATED
train,v47_s0014_c002_sewing_000108811_000110311.mp4,train/sewing/v47_s0014_c002_sewing_000108811_000110311.mp4,v47.mp4,14,2,108.811,110.311,1.500,SEWING,106.311,115.018,GENERATED
train,v47_s0014_c003_sewing_000111311_000112811.mp4,train/sewing/v47_s0014_c003_sewing_000111311_000112811.mp4,v47.mp4,14,3,111.311,112.811,1.500,SEWING,106.311,115.018,GENERATED
train,v47_s0015_c001_idle_setup_000115018_000116518.mp4,train/idle_setup/v47_s0015_c001_idle_setup_000115018_000116518.mp4,v47.mp4,15,1,115.018,116.518,1.500,IDLE_SETUP,115.018,122.356,GENERATED
train,v47_s0015_c002_idle_setup_000116018_000117518.mp4,train/idle_setup/v47_s0015_c002_idle_setup_000116018_000117518.mp4,v47.mp4,15,2,116.018,117.518,1.500,IDLE_SETUP,115.018,122.356,GENERATED
train,v47_s0015_c003_idle_setup_000117018_000118518.mp4,train/idle_setup/v47_s0015_c003_idle_setup_000117018_000118518.mp4,v47.mp4,15,3,117.018,118.518,1.500,IDLE_SETUP,115.018,122.356,GENERATED
train,v47_s0015_c004_idle_setup_000118018_000119518.mp4,train/idle_setup/v47_s0015_c004_idle_setup_000118018_000119518.mp4,v47.mp4,15,4,118.018,119.518,1.500,IDLE_SETUP,115.018,122.356,GENERATED
train,v47_s0015_c005_idle_setup_000119018_000120518.mp4,train/idle_setup/v47_s0015_c005_idle_setup_000119018_000120518.mp4,v47.mp4,15,5,119.018,120.518,1.500,IDLE_SETUP,115.018,122.356,GENERATED
train,v47_s0015_c006_idle_setup_000120018_000121518.mp4,train/idle_setup/v47_s0015_c006_idle_setup_000120018_000121518.mp4,v47.mp4,15,6,120.018,121.518,1.500,IDLE_SETUP,115.018,122.356,GENERATED
train,v47_s0016_c001_sewing_000122356_000123856.mp4,train/sewing/v47_s0016_c001_sewing_000122356_000123856.mp4,v47.mp4,16,1,122.356,123.856,1.500,SEWING,122.356,129.762,GENERATED
train,v47_s0016_c002_sewing_000124856_000126356.mp4,train/sewing/v47_s0016_c002_sewing_000124856_000126356.mp4,v47.mp4,16,2,124.856,126.356,1.500,SEWING,122.356,129.762,GENERATED
train,v47_s0016_c003_sewing_000127356_000128856.mp4,train/sewing/v47_s0016_c003_sewing_000127356_000128856.mp4,v47.mp4,16,3,127.356,128.856,1.500,SEWING,122.356,129.762,GENERATED
train,v47_s0017_c001_idle_setup_000129762_000131262.mp4,train/idle_setup/v47_s0017_c001_idle_setup_000129762_000131262.mp4,v47.mp4,17,1,129.762,131.262,1.500,IDLE_SETUP,129.762,135.633,GENERATED
train,v47_s0017_c002_idle_setup_000130762_000132262.mp4,train/idle_setup/v47_s0017_c002_idle_setup_000130762_000132262.mp4,v47.mp4,17,2,130.762,132.262,1.500,IDLE_SETUP,129.762,135.633,GENERATED
train,v47_s0017_c003_idle_setup_000131762_000133262.mp4,train/idle_setup/v47_s0017_c003_idle_setup_000131762_000133262.mp4,v47.mp4,17,3,131.762,133.262,1.500,IDLE_SETUP,129.762,135.633,GENERATED
train,v47_s0017_c004_idle_setup_000132762_000134262.mp4,train/idle_setup/v47_s0017_c004_idle_setup_000132762_000134262.mp4,v47.mp4,17,4,132.762,134.262,1.500,IDLE_SETUP,129.762,135.633,GENERATED
train,v47_s0017_c005_idle_setup_000133762_000135262.mp4,train/idle_setup/v47_s0017_c005_idle_setup_000133762_000135262.mp4,v47.mp4,17,5,133.762,135.262,1.500,IDLE_SETUP,129.762,135.633,GENERATED
train,v47_s0018_c001_sewing_000135633_000137133.mp4,train/sewing/v47_s0018_c001_sewing_000135633_000137133.mp4,v47.mp4,18,1,135.633,137.133,1.500,SEWING,135.633,145.306,GENERATED
train,v47_s0018_c002_sewing_000138133_000139633.mp4,train/sewing/v47_s0018_c002_sewing_000138133_000139633.mp4,v47.mp4,18,2,138.133,139.633,1.500,SEWING,135.633,145.306,GENERATED
train,v47_s0018_c003_sewing_000140633_000142133.mp4,train/sewing/v47_s0018_c003_sewing_000140633_000142133.mp4,v47.mp4,18,3,140.633,142.133,1.500,SEWING,135.633,145.306,GENERATED
train,v47_s0018_c004_sewing_000143133_000144633.mp4,train/sewing/v47_s0018_c004_sewing_000143133_000144633.mp4,v47.mp4,18,4,143.133,144.633,1.500,SEWING,135.633,145.306,GENERATED
train,v47_s0019_c001_idle_setup_000145306_000146806.mp4,train/idle_setup/v47_s0019_c001_idle_setup_000145306_000146806.mp4,v47.mp4,19,1,145.306,146.806,1.500,IDLE_SETUP,145.306,153.279,GENERATED
train,v47_s0019_c002_idle_setup_000146306_000147806.mp4,train/idle_setup/v47_s0019_c002_idle_setup_000146306_000147806.mp4,v47.mp4,19,2,146.306,147.806,1.500,IDLE_SETUP,145.306,153.279,GENERATED
train,v47_s0019_c003_idle_setup_000147306_000148806.mp4,train/idle_setup/v47_s0019_c003_idle_setup_000147306_000148806.mp4,v47.mp4,19,3,147.306,148.806,1.500,IDLE_SETUP,145.306,153.279,GENERATED
train,v47_s0019_c004_idle_setup_000148306_000149806.mp4,train/idle_setup/v47_s0019_c004_idle_setup_000148306_000149806.mp4,v47.mp4,19,4,148.306,149.806,1.500,IDLE_SETUP,145.306,153.279,GENERATED
train,v47_s0019_c005_idle_setup_000149306_000150806.mp4,train/idle_setup/v47_s0019_c005_idle_setup_000149306_000150806.mp4,v47.mp4,19,5,149.306,150.806,1.500,IDLE_SETUP,145.306,153.279,GENERATED
train,v47_s0019_c006_idle_setup_000150306_000151806.mp4,train/idle_setup/v47_s0019_c006_idle_setup_000150306_000151806.mp4,v47.mp4,19,6,150.306,151.806,1.500,IDLE_SETUP,145.306,153.279,GENERATED
train,v47_s0019_c007_idle_setup_000151306_000152806.mp4,train/idle_setup/v47_s0019_c007_idle_setup_000151306_000152806.mp4,v47.mp4,19,7,151.306,152.806,1.500,IDLE_SETUP,145.306,153.279,GENERATED
train,v47_s0020_c001_sewing_000153279_000154779.mp4,train/sewing/v47_s0020_c001_sewing_000153279_000154779.mp4,v47.mp4,20,1,153.279,154.779,1.500,SEWING,153.279,163.887,GENERATED
train,v47_s0020_c002_sewing_000155779_000157279.mp4,train/sewing/v47_s0020_c002_sewing_000155779_000157279.mp4,v47.mp4,20,2,155.779,157.279,1.500,SEWING,153.279,163.887,GENERATED
train,v47_s0020_c003_sewing_000158279_000159779.mp4,train/sewing/v47_s0020_c003_sewing_000158279_000159779.mp4,v47.mp4,20,3,158.279,159.779,1.500,SEWING,153.279,163.887,GENERATED
train,v47_s0020_c004_sewing_000160779_000162279.mp4,train/sewing/v47_s0020_c004_sewing_000160779_000162279.mp4,v47.mp4,20,4,160.779,162.279,1.500,SEWING,153.279,163.887,GENERATED
